"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT05","WT07","WT08","WT09","WT13","WT14","WT16","WT21"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-30","7.61",,,"0.00",,,,"64","58","  260",,,"13.0",,"    1",,,,,,,"    1","    1",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-01","7.38",,,"0.01",,,,"62","57","  270","  290",,"12.1","15.0","    1",,,,,,,"    1","    1","    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-02","7.61",,,"0.00",,,,"65","58","  270","  290",,"13.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-03","9.62",,,"0.00",,,,"65","58","  260","  260",,"17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-04","7.83",,,"0.00",,,,"66","57","  260","  300",,"15.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-05","6.49",,,"0.00",,,,"69","54","  270","  260",,"15.0","19.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-06","6.49",,,"0.00",,,,"69","54","  240","  260",,"15.0","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-07","7.61",,,"0.00",,,,"67","59","  260","  260",,"21.0","23.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-08","6.26",,,"0.00",,,,"65","58","  280","  260",,"16.1","21.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-09","5.59",,,"0.00",,,,"71","58","  260","  270",,"14.1","17.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-10","8.28",,,"0.00",,,,"71","60","  270","  260",,"17.0","25.1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-11","8.05",,,"0.00",,,,"68","59","  280","  270",,"16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-12","7.83",,,"0.00",,,,"66","58","  270","  270",,"17.9","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-13","8.72",,,"0.00",,,,"65","57","  270","  260",,"19.9","23.9","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-14","7.83",,,"0.00",,,,"70","57","  270","  250",,"23.0","28.0",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-15","6.04",,,"0.00",,,,"68","55","  260","  260",,"17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-16","6.49",,,"0.00",,,,"73","57","  260","  250",,"16.1","19.9","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-17","6.26",,,"0.00",,,,"70","59","  270","  260",,"15.0","19.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-18","6.93",,,"0.00",,,,"67","59","  260","  250",,"17.0","23.0",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-19","6.71",,,"0.00",,,,"68","60","  270","  260",,"17.0","21.0",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-20","6.71",,,"0.00",,,,"69","59","  260","  270",,"17.0","21.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-21","6.26",,,"0.00",,,,"68","58","  270","  270",,"15.0","19.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-22","5.82",,,"0.00",,,,"70","61","  270","  270",,"14.1","17.0",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-23","8.05",,,"0.00",,,,"71","62","  240","  250",,"15.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-24","9.40",,,"0.00",,,,"70","61","  260","  240",,"17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-25","13.87",,,"0.00",,,,"65","57","  260","  260",,"30.0","36.0",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-26","9.17",,,"0.00",,,,"64","55","  280","  280",,"17.9","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-27","8.05",,,"0.00",,,,"67","54","  260","  260",,"17.9","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-28","6.04",,,"0.00",,,,"72","59","  270","  270",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-29","7.61",,,"0.00",,,,"74","59","  270","  280",,"17.0","21.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-30","7.38",,,"0.00",,,,"67","59","  260","  220",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-05-31","6.04",,,"0.00",,,,"69","60","  270","  270",,"17.9","23.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-01","5.82",,,"0.00",,,,"72","61","  270","  260",,"15.0","19.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-02","6.04",,,"0.00",,,,"69","62","  250","  260",,"15.0","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-03","6.93",,,"0.00",,,,"70","62","  260","  230",,"14.1","17.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-04","7.83",,,"0.00",,,,"67","61","  280","  280",,"19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-05","10.51",,,"0.00",,,,"71","60","  260","  270",,"25.1","28.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-06","7.61",,,"0.00",,,,"72","58","  260","  260",,"17.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-07","6.93",,,"0.00",,,,"74","60","  270","  230",,"15.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-08","7.83",,,"0.00",,,,"74","61","  240","  250",,"17.0","21.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-09","6.71",,,"0.00",,,,"69","62","  260","  260",,"15.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-10","6.26",,,"0.00",,,,"71","61","  260","  180",,"15.0","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-11","8.05",,,"0.00",,,,"69","61","  250","  250",,"16.1","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-12","7.61",,,"0.00",,,,"66","61","  250","  260",,"16.1","21.0",,,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-13","6.93",,,"0.00",,,,"69","62","  260","  240",,"15.0","19.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-14","8.05",,,"0.00",,,,"69","62","  260","  260",,"17.0","23.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-15","8.05",,,"0.00",,,,"70","62","  260","  250",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-16","8.28",,,"0.00",,,,"69","62","  280","  270",,"17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-17","9.40",,,"0.00",,,,"69","60","  270","  270",,"17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-18","8.28",,,"0.00",,,,"66","60","  270","  270",,"17.9","23.0",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-19","8.28",,,"0.00",,,,"69","61","  270","  250",,"16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-20","8.72",,,"0.00",,,,"69","61","  270","  270",,"15.0","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-21","8.28",,,"0.00",,,,"68","61","  240","  260",,"16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-22","7.83",,,"0.00",,,,"70","61","  260","  270",,"17.9","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-23","7.83",,,"0.00",,,,"70","60","  270","  270",,"21.0","25.1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-24","8.05",,,"0.00",,,,"71","59","  270","  260",,"17.9","23.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-25","8.05",,,"0.00",,,,"71","58","  260","  260",,"19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-26","6.93",,,"0.00",,,,"72","58","  270","  280",,"17.9","23.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-27","6.93",,,"0.00",,,,"73","60","  270","  270",,"15.0","21.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-28","7.61",,,"0.00",,,,"70","59","  270","  280",,"15.0","19.9","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-29","8.05",,,"0.00",,,,"70","60","  260","  270",,"16.1","19.9","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-06-30","6.71",,,"0.00",,,,"71","61","  270","  260",,"17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-01","6.49"," 9999",,"0.00",,,,"71","62","  270","  260",,"15.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-02","6.71"," 9999",,"0.00",,,,"72","62","  270","  260",,"15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-03","6.71"," 9999",,"0.00",,,,"71","63","  270","  270",,"15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-04","6.49"," 9999",,"0.00",,,,"70","63","  250","  260",,"16.1","21.9","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-05","8.05"," 9999",,"0.00",,,,"70","62","  260","  270",,"15.0","19.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-06","8.05"," 9999",,"0.00",,,,"69","60","  270","  270",,"17.9","23.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-07","8.50"," 9999",,"0.00",,,,"67","57","  270","  270",,"15.0","19.9","    1","    1",,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-08","8.50"," 9999",,"0.00",,,,"68","57","  280","  280",,"17.0","23.0",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-09","6.71"," 9999",,"0.00",,,,"72","60","  280","  270",,"17.0","21.9","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-10","7.61"," 9999",,"0.00",,,,"73","63","  270","  280",,"17.0","21.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-11","7.61"," 9999",,"0.00",,,,"70","62","  260","  260",,"17.9","23.9","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-12","6.26"," 9999",,"0.00",,,,"72","63","  280","  280",,"19.9","23.0",,,,,,"    1",,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-13","6.04"," 9999",,"0.00",,,,"76","64","  270","  270",,"17.9","19.9","    1",,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-14","6.26"," 9999",,"0.00",,,,"72","62","  200","  200",,"8.1","8.1","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-15","6.49"," 9999",,"0.00",,,,"71","63","  250","  250",,"10.1","10.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-16","7.38"," 9999",,"0.00",,,,"71","62","  250","  260",,"15.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-17","8.50"," 9999",,"0.00",,,,"72","63","  270","  220",,"17.0","25.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-18","8.72"," 9999",,"0.00",,,,"73","62","  260","  280",,"19.9","23.0",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-19","6.71"," 9999",,"0.00",,,,"86","65","  250","  270",,"15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-20","8.28"," 9999",,"0.00",,,,"76","64","  260","  280",,"17.9","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-21","7.16"," 9999",,"0.00",,,,"74","63","  270","  250",,"17.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-22","7.61"," 9999",,"0.00",,,,"70","63","  270","  270",,"16.1","21.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-23","7.83"," 9999",,"0.00",,,,"70","60","  260","  280",,"17.0","23.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-24","8.28"," 9999",,"0.00",,,,"70","60","  280","  270",,"17.0","21.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-25","9.17"," 9999",,"0.00",,,,"70","61","  270","  270",,"17.0","23.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-26","9.62"," 9999",,"0.00",,,,"70","60","  270","  270",,"17.9","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-27","7.61"," 9999",,"0.00",,,,"70","60","  270","  260",,"17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-28","6.71"," 9999",,"0.00",,,,"70","61","  260","  260",,"16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-29","6.26"," 9999",,"0.00",,,,"71","60","  270","  270",,"16.1","21.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-30","6.26"," 9999",,"0.00",,,,"71","62","  260","  250",,"13.0","17.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-07-31","7.61"," 1510"," 1334","0.00",,,,"72","62","  270","  280",,"14.1","21.9","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-01","7.83",,,"0.00",,,,"72","62","  280",,,"15.0",,,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-02","7.61",,,"0.00",,,,"72","62","  260","  240",,"15.0","21.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-03","8.28",,,"0.00",,,,"73","63","  270","  280",,"16.1","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-04","8.28",,,"0.00",,,,"74","63","  260","  250",,"16.1","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-05","8.50",,,"0.00",,,,"71","62","  260","  260",,"17.9","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-06","6.49",,,"0.00",,,,"75","64","  260","  280",,"19.9","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-07","5.59",,,"0.00",,,,"83","67","  270","  270",,"17.0","19.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-08","6.26",,,"0.00",,,,"80","68","  260","  280",,"17.0","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-09","7.61",,,"0.00",,,,"79","67","  260","  280",,"16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-10","6.04",,,"0.00",,,,"79","67","  280","  270",,"15.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-11","6.04",,,"0.00",,,,"82","69","  280","  280",,"14.1","17.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-12","8.05",,,"0.00",,,,"80","70","  280","  270",,"17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-13","6.71",,,"0.00",,,,"80","69","  270","  270",,"16.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-14","7.83",,,"0.00",,,,"78","67","  270","  270",,"17.0","21.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-15","8.05",,,"0.00",,,,"72","65","  270","  270",,"17.9","23.0","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-16","7.16",,,"0.00",,,,"77","66","  270","  270",,"17.9","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-17","6.71",,,"0.00",,,,"84","69","  270","  270",,"14.1","17.0","    1",,,,,,,,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-18","6.71",,,"0.00",,,,"84","70","  270","  290",,"16.1","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-19","6.71",,,"0.00",,,,"83","70","  260","  270",,"17.9","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-20","6.49",,,"0.00",,,,"83","69","  280","  280",,"17.0","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-21","7.16",,,"0.00",,,,"80","69","  260","  250",,"16.1","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-22","7.83",,,"0.00",,,,"78","66","  280","  280",,"17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-23","8.28",,,"0.00",,,,"74","66","  270","  260",,"17.0","23.0",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-24","7.83",,,"0.00",,,,"76","66","  280","  270",,"17.0","21.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-25","7.61",,,"0.00",,,,"73","65","  270","  280",,"16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-26","7.61",,,"0.00",,,,"74","64","  260","  290",,"17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-27","6.71",,,"0.00",,,,"79","63","  280","  280",,"17.9","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-28","6.49",,,"0.00",,,,"79","67","  270","  250",,"17.0","23.0","    1",,,,,,,,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-29","5.59",,,"0.00",,,,"85","71","  290","  260",,"15.0","17.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-30","6.49",,,"0.00",,,,"81","68","  270","  270",,"14.1","19.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-08-31","6.49",,,"0.00",,,,"78","67","  260","  270",,"17.0","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-01","6.04",,,"0.00",,,,"78","65","  270","  280",,"17.9","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-02","6.71",,,"0.00",,,,"77","63","  270","  280",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-03","6.71",,,"0.00",,,,"74","64","  270","  250",,"16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-04","6.26",,,"0.00",,,,"81","65","  270","  270",,"16.1","19.9","    1",,,,,,,,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-05","4.92",,,"0.00",,,,"81","69","  270",,,"16.1",,"    1",,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-06","6.49",,,"0.00",,,,"83","68","  250","  260",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-07","7.16",,,"0.00",,,,"77","68","  250","  260",,"15.0","17.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-08","6.49",,,"0.00",,,,"77","68","  270","  260",,"19.9","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-09","7.38",,,"0.00",,,,"80","68","  260","  290",,"15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-10","5.59",,,"0.00",,,,"83","71","  280","  270",,"14.1","17.9","    1",,,,,,,,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-11","6.93",,,"0.00",,,,"75","67","  280","  270",,"14.1","17.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-12","10.74",,,"0.00",,,,"76","66","  270","  260",,"21.0","23.9",,,,,,"    1",,"    1","    1",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-13","6.93",,,"0.00",,,,"74","65","  270","  270",,"21.9","25.1","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-14","4.70",,,"0.00",,,,"84","67","  280","  290",,"16.1","17.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-15","6.04",,,"0.00",,,,"98","71","  270","  260",,"15.0","17.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-16","6.49",,,"0.00",,,,"83","67","  280","  290",,"14.1","17.9",,,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-17","7.38",,,"0.00",,,,"75","64","  270","  270",,"16.1","21.0",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-18","6.04",,,"0.00",,,,"74","63","  260","  290",,"17.0","23.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-19","6.26",,,"0.00",,,,"77","63","  270","  280",,"21.0","25.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-20","6.26",,,"0.00",,,,"78","66","  260","  260",,"19.9","23.0",,,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-21","6.71",,,"0.00",,,,"80","66","  260","  260",,"16.1","17.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-22","5.14",,,"0.00",,,,"84","67","  270","  270",,"14.1","16.1",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-23","5.14",,,"0.00",,,,"83","66","  270",,,"16.1",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-24","6.49",,,"0.00",,,,"78","64","  250","  250",,"16.1","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-25","6.04",,,"0.00",,,,"72","62","  260","  270",,"15.0","21.0",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-26","6.04",,,"0.00",,,,"72","64","  270","  250",,"17.9","23.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-09-27","6.93",,,"0.00",,,,"73","63","  270","  260",,"14.1","19.9",,,,,,"    1",,"    1",,,
